_id,id,customer_id_id,car_id_id,amount,date_of_issue,date_of_return,pickup_location
5fa41cc6efd6802e18045f9b,770,770,277,3500,2019-10-07T18:30:00.000Z,2019-10-14T18:30:00.000Z,Store B
5fa41cc6efd6802e18045f9c,771,771,40,7000,2009-11-03T18:30:00.000Z,2009-11-17T18:30:00.000Z,Store D
5fa41cc6efd6802e18045f9d,772,772,309,7000,2010-04-30T18:30:00.000Z,2010-05-14T18:30:00.000Z,Store A
5fa41cc6efd6802e18045f9e,773,773,269,3500,2002-04-17T18:30:00.000Z,2002-04-24T18:30:00.000Z,Store A
5fa41cc6efd6802e18045f9f,774,774,450,7000,2016-03-18T18:30:00.000Z,2016-04-01T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fa0,775,775,133,7000,2015-06-18T18:30:00.000Z,2015-07-02T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fa1,776,776,400,3500,2005-04-26T18:30:00.000Z,2005-05-03T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fa2,777,777,487,3500,2015-05-06T18:30:00.000Z,2015-05-13T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fa3,778,778,115,7000,2003-01-07T18:30:00.000Z,2003-01-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fa4,779,779,399,7000,2009-01-27T18:30:00.000Z,2009-02-10T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fa5,780,780,306,7000,2009-02-26T18:30:00.000Z,2009-03-12T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fa6,781,781,31,3500,2007-08-17T18:30:00.000Z,2007-08-24T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fa7,782,782,413,3500,2008-10-22T18:30:00.000Z,2008-10-29T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fa8,783,783,58,7000,2004-03-10T18:30:00.000Z,2004-03-24T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fa9,784,784,404,7000,2006-01-15T18:30:00.000Z,2006-01-29T18:30:00.000Z,Store B
5fa41cc6efd6802e18045faa,785,785,456,3500,2005-08-28T18:30:00.000Z,2005-09-04T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fab,786,786,138,7000,2014-06-24T18:30:00.000Z,2014-07-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fac,787,787,442,3500,2020-01-02T18:30:00.000Z,2020-01-09T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fad,788,788,410,3500,2006-07-26T18:30:00.000Z,2006-08-02T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fae,789,789,442,7000,2020-07-15T18:30:00.000Z,2020-07-29T18:30:00.000Z,Store B
5fa41cc6efd6802e18045faf,790,790,164,3500,2007-03-28T18:30:00.000Z,2007-04-04T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fb0,791,791,332,3500,2009-10-08T18:30:00.000Z,2009-10-15T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fb1,792,792,300,7000,2004-02-25T18:30:00.000Z,2004-03-10T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fb2,793,793,187,7000,2001-07-05T18:30:00.000Z,2001-07-19T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fb3,794,794,124,3500,2008-02-10T18:30:00.000Z,2008-02-17T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fb4,795,795,23,3500,2006-07-25T18:30:00.000Z,2006-08-01T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fb5,796,796,470,3500,2002-07-21T18:30:00.000Z,2002-07-28T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fb6,797,797,415,7000,2012-01-01T18:30:00.000Z,2012-01-15T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fb7,798,798,58,7000,2004-05-09T18:30:00.000Z,2004-05-23T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fb8,799,799,99,7000,2011-03-17T18:30:00.000Z,2011-03-31T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fb9,800,800,304,7000,2008-12-07T18:30:00.000Z,2008-12-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fba,801,801,96,3500,2016-07-25T18:30:00.000Z,2016-08-01T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fbb,802,802,15,7000,2014-06-12T18:30:00.000Z,2014-06-26T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fbc,803,803,120,3500,2014-05-06T18:30:00.000Z,2014-05-13T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fbd,804,804,248,7000,2007-02-27T18:30:00.000Z,2007-03-13T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fbe,805,805,382,3500,2020-01-25T18:30:00.000Z,2020-02-01T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fbf,806,806,260,3500,2001-03-23T18:30:00.000Z,2001-03-30T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fc0,807,807,10,7000,2015-04-25T18:30:00.000Z,2015-05-09T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fc1,808,808,398,7000,2012-01-04T18:30:00.000Z,2012-01-18T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fc2,809,809,178,3500,2009-04-10T18:30:00.000Z,2009-04-17T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fc3,810,810,144,7000,2019-03-08T18:30:00.000Z,2019-03-22T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fc4,811,811,143,7000,2012-07-03T18:30:00.000Z,2012-07-17T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fc5,812,812,206,7000,2010-02-16T18:30:00.000Z,2010-03-02T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fc6,813,813,378,7000,2013-04-24T18:30:00.000Z,2013-05-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fc7,814,814,272,3500,2012-04-18T18:30:00.000Z,2012-04-25T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fc8,815,815,138,3500,2014-04-26T18:30:00.000Z,2014-05-03T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fc9,816,816,58,3500,2004-05-09T18:30:00.000Z,2004-05-16T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fca,817,817,270,7000,2012-07-18T18:30:00.000Z,2012-08-01T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fcb,818,818,490,3500,2015-08-02T18:30:00.000Z,2015-08-09T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fcc,819,819,315,3500,2007-04-26T18:30:00.000Z,2007-05-03T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fcd,820,820,14,3500,2011-12-19T18:30:00.000Z,2011-12-26T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fce,821,821,67,3500,2009-06-20T18:30:00.000Z,2009-06-27T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fcf,822,822,361,3500,2011-09-01T18:30:00.000Z,2011-09-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fd0,823,823,348,3500,2004-10-31T18:30:00.000Z,2004-11-07T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fd1,824,824,461,3500,2011-11-07T18:30:00.000Z,2011-11-14T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fd2,825,825,418,7000,2012-05-03T18:30:00.000Z,2012-05-17T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fd3,826,826,310,7000,2010-09-30T18:30:00.000Z,2010-10-14T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fd4,827,827,193,7000,2000-12-30T18:30:00.000Z,2001-01-13T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fd5,828,828,345,7000,2006-04-27T18:30:00.000Z,2006-05-11T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fd6,829,829,17,7000,2016-10-12T18:30:00.000Z,2016-10-26T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fd7,830,830,17,7000,2016-09-25T18:30:00.000Z,2016-10-09T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fd8,831,831,53,7000,2011-06-14T18:30:00.000Z,2011-06-28T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fd9,832,832,48,7000,2012-04-20T18:30:00.000Z,2012-05-04T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fda,833,833,77,7000,2011-06-12T18:30:00.000Z,2011-06-26T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fdb,834,834,34,7000,2007-05-21T18:30:00.000Z,2007-06-04T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fdc,835,835,186,3500,2017-12-16T18:30:00.000Z,2017-12-23T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fdd,836,836,120,7000,2014-03-30T18:30:00.000Z,2014-04-13T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fde,837,837,69,3500,2017-03-01T18:30:00.000Z,2017-03-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fdf,838,838,415,7000,2012-02-28T18:30:00.000Z,2012-03-13T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fe0,839,839,376,7000,2009-05-17T18:30:00.000Z,2009-05-31T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fe1,840,840,175,7000,2020-02-10T18:30:00.000Z,2020-02-24T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fe2,841,841,437,3500,2019-02-24T18:30:00.000Z,2019-03-03T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fe3,842,842,135,3500,2010-12-01T18:30:00.000Z,2010-12-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fe4,843,843,3,3500,2001-03-01T18:30:00.000Z,2001-03-08T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fe5,844,844,97,7000,2002-06-14T18:30:00.000Z,2002-06-28T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fe6,845,845,111,3500,2016-03-30T18:30:00.000Z,2016-04-06T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fe7,846,846,267,7000,2017-12-09T18:30:00.000Z,2017-12-23T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fe8,847,847,322,3500,2010-09-09T18:30:00.000Z,2010-09-16T18:30:00.000Z,Store B
5fa41cc6efd6802e18045fe9,848,848,32,7000,2004-09-30T18:30:00.000Z,2004-10-14T18:30:00.000Z,Store A
5fa41cc6efd6802e18045fea,849,849,156,7000,2010-09-22T18:30:00.000Z,2010-10-06T18:30:00.000Z,Store A
5fa41cc6efd6802e18045feb,850,850,78,3500,2002-09-27T18:30:00.000Z,2002-10-04T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fec,851,851,246,7000,2005-03-08T18:30:00.000Z,2005-03-22T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fed,852,852,262,3500,2006-05-26T18:30:00.000Z,2006-06-02T18:30:00.000Z,Store C
5fa41cc6efd6802e18045fee,853,853,97,3500,2002-09-19T18:30:00.000Z,2002-09-26T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fef,854,854,482,3500,2011-01-08T18:30:00.000Z,2011-01-15T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ff0,855,855,101,3500,2020-01-14T18:30:00.000Z,2020-01-21T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ff1,856,856,59,3500,2008-04-26T18:30:00.000Z,2008-05-03T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ff2,857,857,295,3500,2011-10-03T18:30:00.000Z,2011-10-10T18:30:00.000Z,Store A
5fa41cc6efd6802e18045ff3,858,858,359,7000,2008-08-04T18:30:00.000Z,2008-08-18T18:30:00.000Z,Store C
5fa41cc6efd6802e18045ff4,859,859,48,3500,2012-06-09T18:30:00.000Z,2012-06-16T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ff5,860,860,403,3500,2013-10-09T18:30:00.000Z,2013-10-16T18:30:00.000Z,Store A
5fa41cc6efd6802e18045ff6,861,861,437,7000,2019-01-26T18:30:00.000Z,2019-02-09T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ff7,862,862,304,7000,2008-07-11T18:30:00.000Z,2008-07-25T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ff8,863,863,217,7000,2014-12-13T18:30:00.000Z,2014-12-27T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ff9,864,864,168,3500,2005-07-12T18:30:00.000Z,2005-07-19T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ffa,865,865,338,7000,2003-10-29T18:30:00.000Z,2003-11-12T18:30:00.000Z,Store D
5fa41cc6efd6802e18045ffb,866,866,439,7000,2012-12-09T18:30:00.000Z,2012-12-23T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ffc,867,867,129,7000,2005-11-18T18:30:00.000Z,2005-12-02T18:30:00.000Z,Store B
5fa41cc6efd6802e18045ffd,868,868,397,7000,2017-11-04T18:30:00.000Z,2017-11-18T18:30:00.000Z,Store C
5fa41cc6efd6802e18045ffe,869,869,377,7000,2015-10-24T18:30:00.000Z,2015-11-07T18:30:00.000Z,Store D
5fa41cc6efd6802e18045fff,870,870,450,3500,2016-04-14T18:30:00.000Z,2016-04-21T18:30:00.000Z,Store D
5fa41cc6efd6802e18046000,871,871,474,7000,2002-07-11T18:30:00.000Z,2002-07-25T18:30:00.000Z,Store A
5fa41cc6efd6802e18046001,872,872,100,3500,2007-12-01T18:30:00.000Z,2007-12-08T18:30:00.000Z,Store C
5fa41cc6efd6802e18046002,873,873,128,7000,2010-02-03T18:30:00.000Z,2010-02-17T18:30:00.000Z,Store D
5fa41cc6efd6802e18046003,874,874,236,3500,2017-04-25T18:30:00.000Z,2017-05-02T18:30:00.000Z,Store A
5fa41cc6efd6802e18046004,875,875,403,3500,2013-11-11T18:30:00.000Z,2013-11-18T18:30:00.000Z,Store D
5fa41cc6efd6802e18046005,876,876,101,7000,2019-09-01T18:30:00.000Z,2019-09-15T18:30:00.000Z,Store D
5fa41cc6efd6802e18046006,877,877,341,3500,2015-10-18T18:30:00.000Z,2015-10-25T18:30:00.000Z,Store B
5fa41cc6efd6802e18046007,878,878,68,3500,2010-07-12T18:30:00.000Z,2010-07-19T18:30:00.000Z,Store B
5fa41cc6efd6802e18046008,879,879,82,3500,2015-08-27T18:30:00.000Z,2015-09-03T18:30:00.000Z,Store D
5fa41cc6efd6802e18046009,880,880,221,3500,2011-08-15T18:30:00.000Z,2011-08-22T18:30:00.000Z,Store A
5fa41cc6efd6802e1804600a,881,881,323,7000,2017-06-22T18:30:00.000Z,2017-07-06T18:30:00.000Z,Store C
5fa41cc6efd6802e1804600b,882,882,72,3500,2016-04-05T18:30:00.000Z,2016-04-12T18:30:00.000Z,Store A
5fa41cc6efd6802e1804600c,883,883,141,7000,2010-05-12T18:30:00.000Z,2010-05-26T18:30:00.000Z,Store A
5fa41cc6efd6802e1804600d,884,884,291,7000,2002-02-26T18:30:00.000Z,2002-03-12T18:30:00.000Z,Store D
5fa41cc6efd6802e1804600e,885,885,168,7000,2005-09-25T18:30:00.000Z,2005-10-09T18:30:00.000Z,Store D
5fa41cc6efd6802e1804600f,886,886,279,3500,2006-10-17T18:30:00.000Z,2006-10-24T18:30:00.000Z,Store C
5fa41cc6efd6802e18046010,887,887,58,3500,2004-05-21T18:30:00.000Z,2004-05-28T18:30:00.000Z,Store B
5fa41cc6efd6802e18046011,888,888,205,7000,2013-12-14T18:30:00.000Z,2013-12-28T18:30:00.000Z,Store D
5fa41cc6efd6802e18046012,889,889,344,3500,2007-03-02T18:30:00.000Z,2007-03-09T18:30:00.000Z,Store B
5fa41cc6efd6802e18046013,890,890,491,7000,2019-09-06T18:30:00.000Z,2019-09-20T18:30:00.000Z,Store B
5fa41cc6efd6802e18046014,891,891,302,3500,2001-04-04T18:30:00.000Z,2001-04-11T18:30:00.000Z,Store A
5fa41cc6efd6802e18046015,892,892,303,7000,2018-11-11T18:30:00.000Z,2018-11-25T18:30:00.000Z,Store C
5fa41cc6efd6802e18046016,893,893,194,3500,2001-03-02T18:30:00.000Z,2001-03-09T18:30:00.000Z,Store D
5fa41cc6efd6802e18046017,894,894,82,3500,2015-06-15T18:30:00.000Z,2015-06-22T18:30:00.000Z,Store A
5fa41cc6efd6802e18046018,895,895,317,7000,2016-10-26T18:30:00.000Z,2016-11-09T18:30:00.000Z,Store C
5fa41cc6efd6802e18046019,896,896,14,3500,2012-02-20T18:30:00.000Z,2012-02-27T18:30:00.000Z,Store C
5fa41cc6efd6802e1804601a,897,897,174,7000,2016-12-02T18:30:00.000Z,2016-12-16T18:30:00.000Z,Store C
5fa41cc6efd6802e1804601b,898,898,393,3500,2003-10-12T18:30:00.000Z,2003-10-19T18:30:00.000Z,Store D
5fa41cc6efd6802e1804601c,899,899,183,3500,2011-10-30T18:30:00.000Z,2011-11-06T18:30:00.000Z,Store C
5fa41cc6efd6802e1804601d,900,900,162,7000,2001-03-23T18:30:00.000Z,2001-04-06T18:30:00.000Z,Store D
5fa41cc6efd6802e1804601e,901,901,1,3500,2010-03-20T18:30:00.000Z,2010-03-27T18:30:00.000Z,Store D
5fa41cc6efd6802e1804601f,902,902,352,3500,2019-11-05T18:30:00.000Z,2019-11-12T18:30:00.000Z,Store C
5fa41cc6efd6802e18046020,903,903,334,7000,2019-10-24T18:30:00.000Z,2019-11-07T18:30:00.000Z,Store B
5fa41cc6efd6802e18046021,904,904,197,7000,2001-08-17T18:30:00.000Z,2001-08-31T18:30:00.000Z,Store B
5fa41cc6efd6802e18046022,905,905,37,3500,2012-08-05T18:30:00.000Z,2012-08-12T18:30:00.000Z,Store B
5fa41cc6efd6802e18046023,906,906,387,7000,2002-09-11T18:30:00.000Z,2002-09-25T18:30:00.000Z,Store D
5fa41cc6efd6802e18046024,907,907,123,7000,2017-09-11T18:30:00.000Z,2017-09-25T18:30:00.000Z,Store C
5fa41cc6efd6802e18046025,908,908,49,7000,2019-04-17T18:30:00.000Z,2019-05-01T18:30:00.000Z,Store D
5fa41cc6efd6802e18046026,909,909,480,7000,2015-05-17T18:30:00.000Z,2015-05-31T18:30:00.000Z,Store D
5fa41cc6efd6802e18046027,910,910,209,7000,2002-01-15T18:30:00.000Z,2002-01-29T18:30:00.000Z,Store A
5fa41cc6efd6802e18046028,911,911,338,3500,2004-02-08T18:30:00.000Z,2004-02-15T18:30:00.000Z,Store D
5fa41cc6efd6802e18046029,912,912,97,3500,2002-07-10T18:30:00.000Z,2002-07-17T18:30:00.000Z,Store C
5fa41cc6efd6802e1804602a,913,913,385,7000,2016-05-30T18:30:00.000Z,2016-06-13T18:30:00.000Z,Store D
5fa41cc6efd6802e1804602b,914,914,61,3500,2014-06-02T18:30:00.000Z,2014-06-09T18:30:00.000Z,Store C
5fa41cc6efd6802e1804602c,915,915,99,7000,2010-09-23T18:30:00.000Z,2010-10-07T18:30:00.000Z,Store C
5fa41cc6efd6802e1804602d,916,916,59,7000,2008-09-25T18:30:00.000Z,2008-10-09T18:30:00.000Z,Store A
5fa41cc6efd6802e1804602e,917,917,290,3500,2003-06-11T18:30:00.000Z,2003-06-18T18:30:00.000Z,Store C
5fa41cc6efd6802e1804602f,918,918,471,3500,2013-03-14T18:30:00.000Z,2013-03-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18046030,919,919,426,3500,2016-05-14T18:30:00.000Z,2016-05-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18046031,920,920,290,7000,2003-01-25T18:30:00.000Z,2003-02-08T18:30:00.000Z,Store A
5fa41cc6efd6802e18046032,921,921,86,3500,2015-02-18T18:30:00.000Z,2015-02-25T18:30:00.000Z,Store D
5fa41cc6efd6802e18046033,922,922,96,3500,2016-10-06T18:30:00.000Z,2016-10-13T18:30:00.000Z,Store D
5fa41cc6efd6802e18046034,923,923,454,3500,2001-06-18T18:30:00.000Z,2001-06-25T18:30:00.000Z,Store C
5fa41cc6efd6802e18046035,924,924,305,7000,2016-11-07T18:30:00.000Z,2016-11-21T18:30:00.000Z,Store C
5fa41cc6efd6802e18046036,925,925,247,3500,2016-01-30T18:30:00.000Z,2016-02-06T18:30:00.000Z,Store B
5fa41cc6efd6802e18046037,926,926,169,3500,2010-03-12T18:30:00.000Z,2010-03-19T18:30:00.000Z,Store C
5fa41cc6efd6802e18046038,927,927,4,3500,2012-11-22T18:30:00.000Z,2012-11-29T18:30:00.000Z,Store D
5fa41cc6efd6802e18046039,928,928,205,3500,2014-01-14T18:30:00.000Z,2014-01-21T18:30:00.000Z,Store D
5fa41cc6efd6802e1804603a,929,929,63,3500,2015-09-14T18:30:00.000Z,2015-09-21T18:30:00.000Z,Store A
5fa41cc6efd6802e1804603b,930,930,283,3500,2006-03-27T18:30:00.000Z,2006-04-03T18:30:00.000Z,Store C
5fa41cc6efd6802e1804603c,931,931,60,7000,2012-08-03T18:30:00.000Z,2012-08-17T18:30:00.000Z,Store A
5fa41cc6efd6802e1804603d,932,932,449,3500,2013-05-03T18:30:00.000Z,2013-05-10T18:30:00.000Z,Store C
5fa41cc6efd6802e1804603e,933,933,60,7000,2012-08-24T18:30:00.000Z,2012-09-07T18:30:00.000Z,Store D
5fa41cc6efd6802e1804603f,934,934,337,7000,2010-10-18T18:30:00.000Z,2010-11-01T18:30:00.000Z,Store B
5fa41cc6efd6802e18046040,935,935,440,3500,2017-03-12T18:30:00.000Z,2017-03-19T18:30:00.000Z,Store D
5fa41cc6efd6802e18046041,936,936,135,3500,2010-12-03T18:30:00.000Z,2010-12-10T18:30:00.000Z,Store D
5fa41cc6efd6802e18046042,937,937,259,3500,2008-09-18T18:30:00.000Z,2008-09-25T18:30:00.000Z,Store D
5fa41cc6efd6802e18046043,938,938,343,7000,2012-07-25T18:30:00.000Z,2012-08-08T18:30:00.000Z,Store D
5fa41cc6efd6802e18046044,939,939,28,3500,2018-03-03T18:30:00.000Z,2018-03-10T18:30:00.000Z,Store D
5fa41cc6efd6802e18046045,940,940,471,7000,2013-08-10T18:30:00.000Z,2013-08-24T18:30:00.000Z,Store A
5fa41cc6efd6802e18046046,941,941,411,7000,2001-07-24T18:30:00.000Z,2001-08-07T18:30:00.000Z,Store D
5fa41cc6efd6802e18046047,942,942,96,7000,2016-07-31T18:30:00.000Z,2016-08-14T18:30:00.000Z,Store C
5fa41cc6efd6802e18046048,943,943,468,3500,2014-01-10T18:30:00.000Z,2014-01-17T18:30:00.000Z,Store B
5fa41cc6efd6802e18046049,944,944,83,7000,2008-04-01T18:30:00.000Z,2008-04-15T18:30:00.000Z,Store D
5fa41cc6efd6802e1804604a,945,945,213,3500,2008-02-11T18:30:00.000Z,2008-02-18T18:30:00.000Z,Store C
5fa41cc6efd6802e1804604b,946,946,426,3500,2016-04-20T18:30:00.000Z,2016-04-27T18:30:00.000Z,Store A
5fa41cc6efd6802e1804604c,947,947,410,7000,2006-02-15T18:30:00.000Z,2006-03-01T18:30:00.000Z,Store C
5fa41cc6efd6802e1804604d,948,948,122,7000,2014-09-07T18:30:00.000Z,2014-09-21T18:30:00.000Z,Store B
5fa41cc6efd6802e1804604e,949,949,316,3500,2019-01-08T18:30:00.000Z,2019-01-15T18:30:00.000Z,Store D
5fa41cc6efd6802e1804604f,950,950,369,7000,2018-09-19T18:30:00.000Z,2018-10-03T18:30:00.000Z,Store A
5fa41cc6efd6802e18046050,951,951,386,7000,2005-10-13T18:30:00.000Z,2005-10-27T18:30:00.000Z,Store D
5fa41cc6efd6802e18046051,952,952,332,3500,2009-12-30T18:30:00.000Z,2010-01-06T18:30:00.000Z,Store D
5fa41cc6efd6802e18046052,953,953,196,3500,2016-09-12T18:30:00.000Z,2016-09-19T18:30:00.000Z,Store C
5fa41cc6efd6802e18046053,954,954,212,3500,2001-11-21T18:30:00.000Z,2001-11-28T18:30:00.000Z,Store B
5fa41cc6efd6802e18046054,955,955,150,3500,2005-09-09T18:30:00.000Z,2005-09-16T18:30:00.000Z,Store C
5fa41cc6efd6802e18046055,956,956,46,7000,2016-11-14T18:30:00.000Z,2016-11-28T18:30:00.000Z,Store C
5fa41cc6efd6802e18046056,957,957,74,7000,2005-07-05T18:30:00.000Z,2005-07-19T18:30:00.000Z,Store B
5fa41cc6efd6802e18046057,958,958,462,7000,2020-05-21T18:30:00.000Z,2020-06-04T18:30:00.000Z,Store A
5fa41cc6efd6802e18046058,959,959,107,7000,2016-09-25T18:30:00.000Z,2016-10-09T18:30:00.000Z,Store A
5fa41cc6efd6802e18046059,960,960,353,3500,2014-05-19T18:30:00.000Z,2014-05-26T18:30:00.000Z,Store A
5fa41cc6efd6802e1804605a,961,961,154,7000,2012-08-03T18:30:00.000Z,2012-08-17T18:30:00.000Z,Store D
5fa41cc6efd6802e1804605b,962,962,77,3500,2011-05-06T18:30:00.000Z,2011-05-13T18:30:00.000Z,Store D
5fa41cc6efd6802e1804605c,963,963,309,7000,2010-05-27T18:30:00.000Z,2010-06-10T18:30:00.000Z,Store A
5fa41cc6efd6802e1804605d,964,964,121,7000,2020-09-23T18:30:00.000Z,2020-10-07T18:30:00.000Z,Store D
5fa41cc6efd6802e1804605e,965,965,149,7000,2020-11-24T18:30:00.000Z,2020-12-08T18:30:00.000Z,Store B
5fa41cc6efd6802e1804605f,966,966,275,7000,2005-07-11T18:30:00.000Z,2005-07-25T18:30:00.000Z,Store C
5fa41cc6efd6802e18046060,967,967,12,7000,2013-06-26T18:30:00.000Z,2013-07-10T18:30:00.000Z,Store A
5fa41cc6efd6802e18046061,968,968,85,7000,2016-10-21T18:30:00.000Z,2016-11-04T18:30:00.000Z,Store D
5fa41cc6efd6802e18046062,969,969,312,3500,2012-05-02T18:30:00.000Z,2012-05-09T18:30:00.000Z,Store A
5fa41cc6efd6802e18046063,970,970,140,7000,2010-05-07T18:30:00.000Z,2010-05-21T18:30:00.000Z,Store A
5fa41cc6efd6802e18046064,971,971,445,3500,2019-03-06T18:30:00.000Z,2019-03-13T18:30:00.000Z,Store A
5fa41cc6efd6802e18046065,972,972,264,3500,2017-04-12T18:30:00.000Z,2017-04-19T18:30:00.000Z,Store B
5fa41cc6efd6802e18046066,973,973,236,7000,2017-03-25T18:30:00.000Z,2017-04-08T18:30:00.000Z,Store C
5fa41cc6efd6802e18046067,974,974,451,3500,2002-09-10T18:30:00.000Z,2002-09-17T18:30:00.000Z,Store C
5fa41cc6efd6802e18046068,975,975,218,3500,2016-04-05T18:30:00.000Z,2016-04-12T18:30:00.000Z,Store A
5fa41cc6efd6802e18046069,976,976,190,7000,2013-05-09T18:30:00.000Z,2013-05-23T18:30:00.000Z,Store A
5fa41cc6efd6802e1804606a,977,977,107,3500,2016-12-28T18:30:00.000Z,2017-01-04T18:30:00.000Z,Store A
5fa41cc6efd6802e1804606b,978,978,331,7000,2001-07-01T18:30:00.000Z,2001-07-15T18:30:00.000Z,Store B
5fa41cc6efd6802e1804606c,979,979,308,7000,2005-12-28T18:30:00.000Z,2006-01-11T18:30:00.000Z,Store C
5fa41cc6efd6802e1804606d,980,980,367,7000,2009-04-03T18:30:00.000Z,2009-04-17T18:30:00.000Z,Store B
5fa41cc6efd6802e1804606e,981,981,174,3500,2017-02-15T18:30:00.000Z,2017-02-22T18:30:00.000Z,Store A
5fa41cc6efd6802e1804606f,982,982,209,3500,2002-02-07T18:30:00.000Z,2002-02-14T18:30:00.000Z,Store B
5fa41cc6efd6802e18046070,983,983,318,7000,2012-08-30T18:30:00.000Z,2012-09-13T18:30:00.000Z,Store D
5fa41cc6efd6802e18046071,984,984,424,3500,2020-07-17T18:30:00.000Z,2020-07-24T18:30:00.000Z,Store B
5fa41cc6efd6802e18046072,985,985,15,7000,2014-05-01T18:30:00.000Z,2014-05-15T18:30:00.000Z,Store B
5fa41cc6efd6802e18046073,986,986,323,3500,2017-08-08T18:30:00.000Z,2017-08-15T18:30:00.000Z,Store A
5fa41cc6efd6802e18046074,987,987,11,3500,2005-12-13T18:30:00.000Z,2005-12-20T18:30:00.000Z,Store A
